,imageid,labels,scores
489,1927977312507371266,"['Chin', 'Gentleman', 'Sitting', 'Photography', 'Businessperson', 'Suit', 'Portrait', 'Spokesperson']","[0.8275078535079956, 0.7103472948074341, 0.6886659860610962, 0.6778864860534668, 0.6313692331314087, 0.5976884961128235, 0.5929054021835327, 0.5001353621482849]"
490,1928052614482653858,"['Polar ice cap', 'Glacier', 'Geological phenomenon', 'Ice', 'Arctic', 'Arctic ocean', 'Azure', 'Glacial landform', 'Ice cap', 'Ocean']","[0.9565041661262512, 0.8903253078460693, 0.8487430810928345, 0.8333189487457275, 0.8274405002593994, 0.8240520358085632, 0.8162310123443604, 0.8039488792419434, 0.7624108195304871, 0.7103585004806519]"
491,1928127413955509085,"['Moths and butterflies', 'Insect', 'Invertebrate', 'Butterfly', 'Moth', 'Arthropod', 'Peck s Skipper', 'webbing clothes moth', 'Pollinator', 'Lymantria dispar dispar']","[0.9942726492881775, 0.9878661632537842, 0.9789047837257385, 0.9511831998825073, 0.936499834060669, 0.9110170006752014, 0.832730770111084, 0.8319218754768372, 0.8088903427124023, 0.7750453948974609]"
492,1928203465729782321,"['Marine biology', 'Fin', 'Marine mammal', 'Cetacea', 'Organism', 'Water', 'Underwater', 'Short-finned pilot whale', 'Fish', 'Whale']","[0.9680930972099304, 0.9663137793540955, 0.9529216885566711, 0.912257730960846, 0.8488467931747437, 0.8073040843009949, 0.8034583926200867, 0.7415802478790283, 0.6332982778549194, 0.6006640791893005]"
493,1928279344195687535,"['Hair', 'Facial hair', 'People', 'Beard', 'Head', 'Human', 'Hairstyle', 'Forehead', 'Male', 'Moustache']","[0.9800390005111694, 0.9522618055343628, 0.947991669178009, 0.9384764432907104, 0.8947408199310303, 0.8584890365600586, 0.8293982148170471, 0.8217551112174988, 0.808988630771637, 0.8024023771286011]"
494,1928383640966915322,"['Pattern', 'Organism', 'Plant', 'Perennial plant']","[0.7887870073318481, 0.7151590585708618, 0.6902275681495667, 0.5034953355789185]"
495,1928687444070531294,"['Desert', 'Natural environment', 'Mountainous landforms', 'Sky', 'Ecoregion', 'Landscape', 'Mountain', 'Sahara', 'Plain', 'Aeolian landform']","[0.9462107419967651, 0.945074737071991, 0.9420614838600159, 0.9281086325645447, 0.8819442987442017, 0.8484097123146057, 0.8122373223304749, 0.7865519523620605, 0.7682949900627136, 0.730405867099762]"
496,1928791742820283026,"['Rainbow', 'Sky', 'Beach', 'Meteorological phenomenon', 'Shore', 'Cloud', 'Water', 'Vacation', 'Coast', 'Sea']","[0.9888477921485901, 0.9281086325645447, 0.8717294335365295, 0.8267669081687927, 0.8254148364067078, 0.8168666362762451, 0.8073040843009949, 0.8029884099960327, 0.7917248010635376, 0.7813275456428528]"
497,1928896973939793205,"['Terrestrial animal', 'Mammal', 'Wildlife', 'Vertebrate', 'Cheetah', 'Felidae', 'Whiskers', 'Snout', 'Small to medium-sized cats', 'Carnivore']","[0.9913550019264221, 0.9890478253364563, 0.9852619767189026, 0.9851104021072388, 0.9841263294219971, 0.9678457379341125, 0.9618855118751526, 0.9258056282997131, 0.9226415157318115, 0.8834781050682068]"
498,1928987529265150746,"['Vehicle', 'Boat', 'Sailing', 'Naval architecture', 'Watercraft', 'Boating', 'Sail', 'Ocean', 'Wind', 'Sea']","[0.8836788535118103, 0.860829770565033, 0.8138457536697388, 0.723686158657074, 0.7082668542861938, 0.650580883026123, 0.605546772480011, 0.5978525876998901, 0.595179557800293, 0.5607967972755432]"
499,1929079996933112677,"['Sky', 'Natural landscape', 'Ice', 'Iceberg', 'Arctic', 'Sea ice', 'Arctic ocean', 'Ocean', 'Sea', 'Ice cap']","[0.9336194396018982, 0.8855189085006714, 0.8778163194656372, 0.8650306463241577, 0.8624407649040222, 0.8490232825279236, 0.8115354776382446, 0.7806442975997925, 0.7584691643714905, 0.7502780556678772]"
500,1929170101395954973,"['Marine mammal', 'Water', 'Cetacea', 'Humpback whale', 'Whale', 'Ocean', 'Sea', 'grey whale', 'Dolphin']","[0.9372543096542358, 0.9100271463394165, 0.8861402273178101, 0.836361289024353, 0.8201391696929932, 0.7425397634506226, 0.7275333404541016, 0.6598581075668335, 0.6304192543029785]"
501,1929259447452986773,"['People', 'Forehead', 'Human', 'Street', 'Event', 'Temple', 'Crowd', 'Protest', 'Pedestrian', 'Street fashion']","[0.9588589072227478, 0.7822763919830322, 0.7766329646110535, 0.6859004497528076, 0.6273695826530457, 0.6256434917449951, 0.5780550241470337, 0.5480771064758301, 0.5376507043838501, 0.531609058380127]"
502,1929384032408388198,"['Tiger', 'Bengal tiger', 'Felidae', 'Wildlife', 'Siberian tiger', 'Big cats', 'Carnivore', 'Rock', 'Terrestrial animal', 'Organism']","[0.9925848841667175, 0.9802749156951904, 0.9612351655960083, 0.9566876888275146, 0.9561845660209656, 0.895008385181427, 0.7920563817024231, 0.7591665983200073, 0.7443860769271851, 0.7151590585708618]"
503,1929499759070694142,"['Rhinoceros', 'Black rhinoceros', 'Snout', 'Sumatran rhinoceros', 'Terrestrial animal', 'Wildlife', 'White rhinoceros', 'Organism', 'Domestic pig', 'Suidae']","[0.9732303023338318, 0.9570721983909607, 0.8091163635253906, 0.7703237533569336, 0.7443860769271851, 0.7285952568054199, 0.7176979184150696, 0.7151590585708618, 0.707951545715332, 0.670621395111084]"
504,1929499759934718460,"['Snout', 'Terrestrial animal', 'Organism', 'Plant', 'Soil', 'Wildlife', 'Rhinoceros']","[0.7840312123298645, 0.7443860769271851, 0.7151590585708618, 0.585474967956543, 0.5852300524711609, 0.5761504173278809, 0.5296393632888794]"
505,1929499760782023759,"['Brown', 'Tree', 'Grass', 'Sky', 'Soil', 'Geology', 'Rock', 'Plant', 'Landscape', 'Wildlife']","[0.8730689883232117, 0.8348216414451599, 0.7619784474372864, 0.7326111197471619, 0.698230504989624, 0.6796759366989136, 0.6438128352165222, 0.6244105100631714, 0.5930580496788025, 0.5761504173278809]"
506,1929653755230455758,"['Chameleon', 'Reptile', 'Terrestrial animal', 'Common chameleon', 'Eye', 'Close-up', 'Iguania', 'Yellow', 'Scaled reptile', 'Wildlife']","[0.9559113383293152, 0.9251243472099304, 0.8932476043701172, 0.8893295526504517, 0.8741623759269714, 0.8690882325172424, 0.8480703830718994, 0.8363301753997803, 0.8358921408653259, 0.8193828463554382]"
507,1929742964041457023,"['Snow', 'Winter', 'Freezing', 'Tree', 'Sky', 'Water', 'Waterway', 'Photography', 'Architecture', 'Ice']","[0.9713417887687683, 0.9695565104484558, 0.8696366548538208, 0.8550311923027039, 0.8220894932746887, 0.8073040843009949, 0.7819282412528992, 0.6778864860534668, 0.6545118689537048, 0.6503994464874268]"
508,1929835206852841491,"['Farmworker', 'Farm', 'Agriculture', 'Field', 'Farmer', 'Plantation', 'Harvest', 'Paddy field', 'Crop', 'Rural area']","[0.9586235880851746, 0.873473584651947, 0.8483843207359314, 0.8211503624916077, 0.8138939142227173, 0.8072236776351929, 0.8053760528564453, 0.8005896210670471, 0.7999939322471619, 0.7769300937652588]"
509,1929925941954473496,"['Vertebrate', 'Bear', 'Mammal', 'Grizzly bear', 'Brown bear', 'Terrestrial animal', 'Carnivore', 'Snout', 'Organism', 'Polar bear']","[0.9851104021072388, 0.9788674712181091, 0.975814163684845, 0.9724661707878113, 0.9662570953369141, 0.8707018494606018, 0.8292849063873291, 0.8251876831054688, 0.7941054701805115, 0.7304479479789734]"
510,1930107172553765202,"['Bird', 'Vertebrate', 'Western Gull', 'Beak', 'Seabird', 'Gull', 'European herring gull', 'Albatross', 'Adaptation', 'Charadriiformes']","[0.9911496639251709, 0.9851104021072388, 0.9507320523262024, 0.9155755043029785, 0.8852847218513489, 0.8625891804695129, 0.7924023270606995, 0.7027742266654968, 0.6696612238883972, 0.6166247129440308]"
511,1930196164569856763,"['Glacial landform', 'Glacial lake', 'Glacier', 'Mountainous landforms', 'Mountain', 'Ice', 'Lake', 'Iceberg', 'Moraine', 'Tarn']","[0.9611433148384094, 0.9558482766151428, 0.9428898692131042, 0.9245169758796692, 0.8956501483917236, 0.8842186331748962, 0.7983048558235168, 0.7882936596870422, 0.7790588736534119, 0.7611243724822998]"
512,1930286038354237606,"['Arctic', 'Sea ice', 'Ice', 'Marine mammal', 'Winter', 'Arctic ocean', 'Bowhead', 'Ice cap', 'Ocean', 'Iceberg']","[0.9190804362297058, 0.9104219079017639, 0.8671422600746155, 0.7119982242584229, 0.6917847990989685, 0.6785786151885986, 0.6783168911933899, 0.6612401604652405, 0.5261232852935791, 0.5249030590057373]"
513,1930377835462225770,"['Vegetation', 'Tree', 'Adaptation', 'Plant', 'Leaf', 'Landscape', 'Grass', 'Plant community', 'Forest', 'Rainforest']","[0.9123501181602478, 0.8600977063179016, 0.7725779414176941, 0.7634152770042419, 0.7594611644744873, 0.7008891105651855, 0.6880232691764832, 0.6304817199707031, 0.538700520992279, 0.5342229008674622]"
514,1930469376256067003,"['Rock', 'Earth', 'Circle', 'World']","[0.6438128352165222, 0.6194421052932739, 0.581372082233429, 0.5313754081726074]"
515,1930560062821211962,"['Seal', 'Fur seal', 'Herd', 'California sea lion', 'Marine mammal', 'Harbor seal', 'King penguin', 'Wildlife', 'Emperor penguin', 'Walrus']","[0.9685608148574829, 0.9453989863395691, 0.9292027354240417, 0.8664743304252625, 0.8136650919914246, 0.8086801171302795, 0.7867568135261536, 0.7623406052589417, 0.6887508630752563, 0.6688138246536255]"
516,1930649689703710030,"['Wall', 'Landmark', 'Mountain', 'Historic site', 'Fortification', 'Ancient history', 'Wonders of the world', 'Highland', 'Sky', 'Tourist attraction']","[0.9421613812446594, 0.9317072033882141, 0.8975481390953064, 0.871002733707428, 0.8175106048583984, 0.8055691123008728, 0.7887381315231323, 0.7702344059944153, 0.7326111197471619, 0.6654897928237915]"
517,1930740975936949642,"['Formation', 'Narrows', 'Rock', 'Geology', 'Canyon', 'Cave', 'Fault', 'Recreation', 'Caving']","[0.9655601978302002, 0.8083187937736511, 0.7787725925445557, 0.7333696484565735, 0.7325322031974792, 0.7311447262763977, 0.6232336163520813, 0.5942989587783813, 0.5888898372650146]"
518,1930831406272169135,"['People', 'Wall', 'Water', 'Tree', 'Adaptation', 'Plant', 'Tourism', 'Shadow']","[0.9312721490859985, 0.9173561334609985, 0.8073040843009949, 0.7469744682312012, 0.6696612238883972, 0.585474967956543, 0.5688954591751099, 0.5434409379959106]"
519,1931025597189050887,"['Mountainous landforms', 'Mountain', 'Natural landscape', 'Sky', 'Geological phenomenon', 'Mountain range', 'Geology', 'Rock', 'Aerial photography', 'Landscape']","[0.9566600322723389, 0.9526038765907288, 0.9398155808448792, 0.9014298319816589, 0.8752388954162598, 0.8385106921195984, 0.7910056710243225, 0.7787725925445557, 0.7648086547851562, 0.750670850276947]"
520,1931131396307375051,"['Land vehicle', 'Vehicle', 'Wagon', 'Carriage', 'Horse and buggy', 'Cart', 'Mode of transport', 'Coachman', 'Chariot', 'Car']","[0.9961627125740051, 0.9903031587600708, 0.9425641894340515, 0.9425044059753418, 0.9288115501403809, 0.9054208993911743, 0.9029945135116577, 0.752216637134552, 0.7171790599822998, 0.5901429057121277]"
521,1931224310501070236,"['People', 'Crowd', 'Umbrella', 'Sky', 'Public space', 'Tourism', 'Rain', 'City', 'Pedestrian', 'Architecture']","[0.9433480501174927, 0.9137552380561829, 0.8450104594230652, 0.8220894932746887, 0.8073180913925171, 0.7841706275939941, 0.7361681461334229, 0.6861301064491272, 0.6548641920089722, 0.6545118689537048]"
522,1931315105144965877,"['People', 'Child', 'Tribe', 'Adaptation', 'Smile', 'Headgear', 'Photography', 'Child model', 'Black hair']","[0.9492849707603455, 0.8356125354766846, 0.7980444431304932, 0.7725779414176941, 0.7291945219039917, 0.6747809648513794, 0.6242249608039856, 0.5802049040794373, 0.5165854096412659]"
523,1931422294375575057,"['Caving', 'Cave', 'Formation', 'Miner', 'Recreation', 'Geology', 'Geological phenomenon', 'Pit cave', 'Geologist', 'Mining']","[0.9866482019424438, 0.9284908771514893, 0.9223812222480774, 0.8326513171195984, 0.7974116206169128, 0.7720815539360046, 0.6163091659545898, 0.6143692135810852, 0.5912061333656311, 0.5407507419586182]"
524,1931493904944190450,"['White', 'Clothing', 'Sari', 'Long hair', 'Photography', 'Adaptation', 'Outerwear', 'Textile', 'Formal wear', 'Landscape']","[0.9654507637023926, 0.9189823269844055, 0.7847446203231812, 0.7119807600975037, 0.6778864860534668, 0.6696612238883972, 0.6577929258346558, 0.6563324928283691, 0.6079525351524353, 0.5930580496788025]"
525,1931586477175951380,"['Grassland', 'Nature', 'Green', 'Natural landscape', 'Sky', 'Mountainous landforms', 'Plain', 'Highland', 'Hill', 'Natural environment']","[0.973532497882843, 0.965029776096344, 0.9634645581245422, 0.9574499726295471, 0.9530806541442871, 0.9367367029190063, 0.9214251041412354, 0.9202234745025635, 0.9143497347831726, 0.893493115901947]"
526,1931675660353456433,"['Goats', 'Herd', 'Goat', 'Goatherd', 'Sky', 'Sheep', 'Herding', 'Shepherd', 'Sheep', 'Livestock']","[0.9461439251899719, 0.9441982507705688, 0.8776686191558838, 0.8123988509178162, 0.7326111197471619, 0.7214645743370056, 0.71342933177948, 0.7123969197273254, 0.6565682888031006, 0.6533389091491699]"
527,1931765528087636695,"['Polar bear', 'Polar bear', 'Bear', 'Arctic', 'Ice', 'Ocean', 'Arctic ocean', 'Adaptation', 'Polar ice cap', 'Carnivore']","[0.9520841240882874, 0.9284182190895081, 0.9269117712974548, 0.9066491723060608, 0.8766975402832031, 0.8345099091529846, 0.7885652780532837, 0.7408301830291748, 0.7309854626655579, 0.7183689475059509]"
528,1931858138579936193,"['Black', 'Water', 'Black-and-white', 'Monochrome photography', 'Wildlife', 'Organism', 'Turtle', 'Beak', 'Underwater', 'Photography']","[0.9665423631668091, 0.9617570638656616, 0.9152926206588745, 0.8442068099975586, 0.8313217759132385, 0.7671774625778198, 0.7399524450302124, 0.6945871114730835, 0.6856182217597961, 0.6778864860534668]"
529,1931949037393606268,"['Mountainous landforms', 'Mountain', 'Natural landscape', 'Highland', 'Pasture', 'Bovine', 'Herd', 'Fell', 'Hill', 'Rural area']","[0.9265545010566711, 0.9039377570152283, 0.8855189085006714, 0.8121812343597412, 0.8061135411262512, 0.8047938942909241, 0.7884786128997803, 0.7188297510147095, 0.7000463008880615, 0.6887627840042114]"
530,1932038872405951680,"['Mountainous landforms', 'Sky', 'Mountain', 'Nature', 'Atmospheric phenomenon', 'Mountain range', 'Hill', 'Cloud', 'Highland', 'Morning']","[0.9854196906089783, 0.9853194952011108, 0.9780175685882568, 0.969154953956604, 0.9489109516143799, 0.9486318230628967, 0.9354448318481445, 0.9206498861312866, 0.9142604470252991, 0.9123218655586243]"
531,1932173111550404952,"['Mammal', 'Vertebrate', 'Wildlife', 'Terrestrial animal', 'Felidae', 'Lion', 'Whiskers', 'Big cats', 'Carnivore', 'Snout']","[0.9890478253364563, 0.9851104021072388, 0.9807872176170349, 0.9658669233322144, 0.9654614925384521, 0.9538172483444214, 0.9473943114280701, 0.9164533615112305, 0.8834781050682068, 0.867676854133606]"
532,1932375084981181731,"['Sky', 'Blue', 'Bungee jumping', 'Adventure', 'Cloud', 'Recreation']","[0.9336194396018982, 0.9118428230285645, 0.6284147500991821, 0.6024360060691833, 0.594909131526947, 0.5942989587783813]"
533,1932375091406935826,['Flip (acrobatic)'],[0.7117504477500916]
534,1932375093654962278,"['Adaptation', 'Landscape', 'Wildlife', 'Fawn']","[0.6696612238883972, 0.5930580496788025, 0.5761504173278809, 0.5301428437232971]"
535,1932446896188633674,"['Sky', 'Cloud', 'Photography', 'Extreme sport']","[0.7326111197471619, 0.6644815802574158, 0.6242249608039856, 0.6000807881355286]"
536,1932522320207846919,"['Sky', 'Cloud', 'Atmosphere', 'Horizon', 'Atmospheric phenomenon', 'Evening', 'Cumulus', 'Sunset', 'Afterglow', 'Dusk']","[0.9919333457946777, 0.9653437733650208, 0.9168134331703186, 0.9124634861946106, 0.8861165642738342, 0.8765196204185486, 0.8731999397277832, 0.868712306022644, 0.8684313297271729, 0.8597797751426697]"
537,1932597720195975206,"['Horse', 'Sky', 'Cowboy', 'Ecoregion', 'Steppe', 'Grassland', 'Rein', 'Trail riding', 'Recreation', 'Wrangler']","[0.9723774194717407, 0.8857545852661133, 0.8247813582420349, 0.8171249628067017, 0.7982746958732605, 0.7948199510574341, 0.7945073843002319, 0.7857176065444946, 0.7356995344161987, 0.7134621739387512]"
538,1932674162971718785,"['Rock', 'Geology', 'Formation', 'Sky', 'Ancient history', 'Ruins', 'Wadi', 'History', 'Historic site', 'Tourism']","[0.7591665983200073, 0.7452479600906372, 0.733099102973938, 0.7326111197471619, 0.7315406203269958, 0.6987912058830261, 0.6861937046051025, 0.6451873183250427, 0.6314029097557068, 0.6085109710693359]"
539,1932763173385695093,"['Dog sled', 'Mushing', 'Sled dog racing', 'Sled dog', 'Dog', 'Sled', 'Canidae', 'Northern inuit dog', 'Vehicle', 'Greenland dog']","[0.9806270599365234, 0.9804295301437378, 0.9803537130355835, 0.9795249700546265, 0.8942782878875732, 0.8918912410736084, 0.8785717487335205, 0.8352233171463013, 0.8183898329734802, 0.8047281503677368]"
540,1932763173637467672,"['Mammal', 'Vertebrate', 'Canidae', 'Dog', 'Northern inuit dog', 'Sakhalin husky', 'Sled dog', 'Canadian eskimo dog', 'Wolfdog', 'Greenland dog']","[0.9890478253364563, 0.9851104021072388, 0.9719749093055725, 0.9575576186180115, 0.9452304244041443, 0.9393036961555481, 0.9286549687385559, 0.9262725710868835, 0.916246235370636, 0.8977265954017639]"
541,1932763173939508290,"['Sled dog', 'Greenland dog', 'Northern inuit dog', 'Canidae', 'Dog', 'Sled dog racing', 'Wildlife', 'Sakhalin husky', 'Fun', 'Carnivore']","[0.9471904039382935, 0.9341697692871094, 0.9299004673957825, 0.8533942103385925, 0.79610276222229, 0.7624621391296387, 0.7623406052589417, 0.7044201493263245, 0.7039424180984497, 0.6287785172462463]"
542,1932763175835352633,"['Black', 'Black-and-white', 'Dog sled', 'Sled dog', 'Snow', 'Monochrome photography', 'Arctic', 'Ice', 'Winter', 'Monochrome']","[0.9484156370162964, 0.930566668510437, 0.929192304611206, 0.9269928932189941, 0.8678073883056641, 0.8539844751358032, 0.8524386882781982, 0.847200334072113, 0.8322721719741821, 0.7833997011184692]"
543,1932763176011371246,"['Snow', 'Winter', 'Canidae', 'Arctic', 'Freezing', 'Dog', 'Sporting Group', 'Ice', 'Carnivore', 'Dog breed']","[0.9019898176193237, 0.8864187598228455, 0.8803504109382629, 0.8672316670417786, 0.8523110747337341, 0.8511646389961243, 0.7573254704475403, 0.7535055875778198, 0.6593714952468872, 0.658392608165741]"
544,1932920737950447559,"['California sea lion', 'Seal', 'Steller sea lion', 'Fur seal', 'Marine mammal', 'Underwater', 'Marine biology', 'Water', 'Organism', 'Harbor seal']","[0.980610728263855, 0.97561115026474, 0.9633508324623108, 0.9586277604103088, 0.9584840536117554, 0.9329484105110168, 0.9285147786140442, 0.9100271463394165, 0.8116517663002014, 0.7942619323730469]"
545,1933050803594053954,"['Black', 'Text', 'Black-and-white', 'Font', 'Pattern', 'Monochrome', 'Design', 'Darkness', 'Monochrome photography', 'Illustration']","[0.9630003571510315, 0.8692919611930847, 0.8265277147293091, 0.7825835347175598, 0.7629645466804504, 0.7579803466796875, 0.7375450134277344, 0.7120835185050964, 0.6963508725166321, 0.6402102112770081]"
546,1933126376865423527,"['Sport climbing', 'Adventure', 'Free climbing', 'Rock climbing', 'Rock', 'Climbing', 'Recreation', 'Cliff', 'Formation', 'Extreme sport']","[0.9405496120452881, 0.934931755065918, 0.8957829475402832, 0.8925013542175293, 0.8827831745147705, 0.8778620958328247, 0.8381229043006897, 0.8333859443664551, 0.8319450616836548, 0.8147003054618835]"
547,1933201680267062188,"['Horse', 'Pasture', 'Grazing', 'Sky', 'Grassland', 'Grass', 'Stallion', 'Wildlife', 'Bridle', 'Mare']","[0.9753743410110474, 0.8893983364105225, 0.8822636604309082, 0.862245500087738, 0.8460693359375, 0.7987149953842163, 0.7672736644744873, 0.7623406052589417, 0.7585846781730652, 0.7305886149406433]"
548,1933275963219709747,"['Frog', 'True frog', 'Toad', 'Amphibian', 'Northern leopard frog', 'Bullfrog', 'True toad', 'Terrestrial animal', 'Bufo', 'Pickerel Frog']","[0.9917611479759216, 0.9856512546539307, 0.9831628799438477, 0.9782498478889465, 0.9012996554374695, 0.8239315748214722, 0.7931802868843079, 0.7443860769271851, 0.7199687361717224, 0.5856035947799683]"
549,1933352512958515127,"['Metropolitan area', 'Metropolis', 'Cityscape', 'City', 'Urban area', 'Skyline', 'Human settlement', 'Landmark', 'Skyscraper', 'Downtown']","[0.9849292635917664, 0.9731770157814026, 0.9719725251197815, 0.971716582775116, 0.9664894938468933, 0.9300505518913269, 0.9267194867134094, 0.9091620445251465, 0.8585458397865295, 0.8572831749916077]"
550,1933411523737353055,"['Operating theater', 'Surgeon', 'Medical', 'Room', 'Service', 'Medical equipment', 'Event', 'Hospital', 'Patient', 'Child']","[0.9499512314796448, 0.9450856447219849, 0.927760660648346, 0.8310517072677612, 0.8076140880584717, 0.754498302936554, 0.7406390309333801, 0.6291375756263733, 0.5984368324279785, 0.5202996134757996]"
551,1933486967220189393,"['Poster', 'Finger', 'Glove', 'Hand', 'Advertising', 'Flyer']","[0.9141303896903992, 0.6749656200408936, 0.6639686822891235, 0.6600293517112732, 0.5940808653831482, 0.543174147605896]"
552,1933563899622257983,"['Bird', 'Vertebrate', 'Beak', 'Atlantic puffin', 'Puffin', 'Seabird', 'Charadriiformes', 'Auk', 'Suliformes']","[0.9960000514984131, 0.9851104021072388, 0.944757878780365, 0.9349130392074585, 0.9341944456100464, 0.9117010831832886, 0.6902543306350708, 0.6357828378677368, 0.5152504444122314]"
553,1933639176750722309,"['Nature', 'Atmospheric phenomenon', 'Sky', 'Natural landscape', 'Bovine', 'Black-and-white', 'Bison', 'River', 'Tree', 'Monochrome']","[0.9639708995819092, 0.9050928354263306, 0.8857545852661133, 0.8855189085006714, 0.8829273581504822, 0.8788672089576721, 0.8399458527565002, 0.8353673815727234, 0.8348216414451599, 0.8324679136276245]"
554,1933714849410371579,"['Face', 'Hair', 'Lady', 'Eyebrow', 'Forehead', 'Head', 'Beauty', 'Eye', 'Cheek', 'Headpiece']","[0.9746071696281433, 0.9711661338806152, 0.8985190987586975, 0.885779082775116, 0.8853585720062256, 0.8762359619140625, 0.8735063076019287, 0.8182824850082397, 0.7994794845581055, 0.7817462086677551]"
555,1933788955472374498,"['Mountainous landforms', 'Mountain', 'Highland', 'Natural landscape', 'Hill station', 'Mountain range', 'Landmark', 'Ridge', 'Hill', 'Mount scenery']","[0.9921467304229736, 0.9863749146461487, 0.9758102893829346, 0.9574499726295471, 0.9354020357131958, 0.9206370711326599, 0.9153850078582764, 0.9131739735603333, 0.8725264072418213, 0.8031373620033264]"
556,1933865950269065516,"['Archipelago', 'Aerial photography', 'Island', 'Coastal and oceanic landforms', 'Natural landscape', 'Inlet', 'Islet', 'Water resources', 'Water', 'Peninsula']","[0.963640034198761, 0.9423381090164185, 0.9157281517982483, 0.8937659859657288, 0.8855189085006714, 0.8739528059959412, 0.8285607695579529, 0.807572603225708, 0.8073040843009949, 0.7577903866767883]"
557,1933939650616028674,"['Water resources', 'Body of water', 'Natural landscape', 'Nature', 'Water', 'River', 'Wilderness', 'Nature reserve', 'Highland', 'Tarn']","[0.9811519980430603, 0.9807010889053345, 0.9779376983642578, 0.9668004512786865, 0.9578154683113098, 0.9475862979888916, 0.9195507168769836, 0.9161209464073181, 0.9142604470252991, 0.8920468688011169]"
558,1934016091026171648,"['Sport climbing', 'Adventure', 'Free climbing', 'Rock climbing', 'Rock', 'Climbing', 'Recreation', 'Cliff', 'Formation', 'Extreme sport']","[0.9405496120452881, 0.934931755065918, 0.8957829475402832, 0.8925013542175293, 0.8827831745147705, 0.8778620958328247, 0.8381229043006897, 0.8333859443664551, 0.8319450616836548, 0.8147003054618835]"
559,1934091685109808791,"['Herd', 'Herding', 'Wildlife', 'Sheep', 'Livestock', 'Working animal', 'Cow-goat family', 'Sheep', 'Vehicle']","[0.98829185962677, 0.8657301068305969, 0.786455512046814, 0.7329519987106323, 0.7098526954650879, 0.5807003378868103, 0.5417975783348083, 0.5216065645217896, 0.5187400579452515]"
560,1934168307586320657,"['Human', 'Childbirth', 'Birth']","[0.7591204047203064, 0.6555737257003784, 0.5700498819351196]"
561,1934349095250535955,"['Town', 'Human settlement', 'Neighbourhood', 'Sky', 'Urban area', 'City', 'Cityscape', 'Village', 'Roof', 'Building']","[0.8815485835075378, 0.8735724687576294, 0.8393835425376892, 0.8220894932746887, 0.8207553029060364, 0.8180980682373047, 0.7257394790649414, 0.6920663714408875, 0.6908379793167114, 0.6890960931777954]"
562,1934514021105577338,"['Green', 'Cactus', 'Plant', 'Grass', 'Prickly pear', 'Aerial photography', 'Photography', 'Groundcover']","[0.9354104399681091, 0.7455791234970093, 0.7204007506370544, 0.6880232691764832, 0.6695393919944763, 0.6266970634460449, 0.6242249608039856, 0.5380865931510925]"
563,1934605912618695940,"['Sky', 'Galaxy', 'Atmosphere', 'Black', 'Atmospheric phenomenon', 'Astronomical object', 'Astronomy', 'Universe', 'Outer space', 'Night']","[0.9844569563865662, 0.9839738011360168, 0.9580044150352478, 0.9512329697608948, 0.9329485297203064, 0.9277248978614807, 0.9179160594940186, 0.9009147882461548, 0.9007471799850464, 0.8998298645019531]"
564,1934698577972598519,"['People', 'Tradition', 'Pink', 'Event', 'Fun', 'Headgear', 'Festival', 'Costume', 'Headpiece', 'Temple']","[0.9515836238861084, 0.8866820335388184, 0.8449604511260986, 0.7959794402122498, 0.7039424180984497, 0.7030179500579834, 0.6914157271385193, 0.6380987763404846, 0.6374209523200989, 0.6113089919090271]"
565,1934787884250885296,"['Room', 'Flooring', 'Workshop', 'Floor']","[0.6566392779350281, 0.6215866208076477, 0.5490235686302185, 0.5389406681060791]"
566,1934877624807514697,"['Sky', 'Statue', 'Water', 'Cloud', 'Backlighting', 'Photography', 'Sculpture', 'World', 'Stock photography', 'Art']","[0.9508286118507385, 0.8270130157470703, 0.8073040843009949, 0.803440272808075, 0.7804579138755798, 0.764001190662384, 0.7023106813430786, 0.6053323149681091, 0.5944116115570068, 0.5813031792640686]"
567,1934968122696123402,"['Clothing', 'Face', 'Knit cap', 'Wool', 'Lip', 'Woolen', 'Headgear', 'Beanie', 'Turban', 'Bonnet']","[0.9683827757835388, 0.9656747579574585, 0.8941641449928284, 0.8406752347946167, 0.7990800142288208, 0.7973403334617615, 0.7964399456977844, 0.7345696687698364, 0.7042120695114136, 0.6498057842254639]"
568,1935059285323518280,"['Sky', 'Water', 'Sea', 'Ocean', 'Blue', 'Coast', 'Rock', 'Shore', 'Cloud', 'Azure']","[0.9668051600456238, 0.9578154683113098, 0.9471480250358582, 0.9382666945457458, 0.926959753036499, 0.8824884295463562, 0.876297652721405, 0.8687974214553833, 0.8282790184020996, 0.8264385461807251]"
569,1935149884395107070,"['Terrestrial animal', 'Mammal', 'Wildlife', 'Vertebrate', 'Cheetah', 'Felidae', 'Leopard', 'Small to medium-sized cats', 'Carnivore', 'Nature reserve']","[0.9936977624893188, 0.9890478253364563, 0.9857012033462524, 0.9851104021072388, 0.9815577268600464, 0.9671106934547424, 0.9616006016731262, 0.8981407880783081, 0.8834781050682068, 0.8718711733818054]"
